Source Name	Characteristics [Organism]	Term Source REF	Description	Sample Name	Protocol REF	Extract Name	Material Type	Term Source REF	Protocol REF	Labeled Extract Name	Label	Material Type	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]	
GSE8192GSM201161	Homo sapiens	mo	HeLa shRHAU+ 90min 2:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, 90 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201161 sample	P-G8192-3	GSE8192GSM201161 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201161 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 90min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 90min 2	GSM201161.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201184	Homo sapiens	mo	HeLa shLuc- 90min 2:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA, 90 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201184 sample	P-G8192-3	GSE8192GSM201184 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201184 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 90min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 90min 2	GSM201184.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201190	Homo sapiens	mo	HeLa shLuc+ 60min 2:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, 60 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201190 sample	P-G8192-3	GSE8192GSM201190 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201190 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 60min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 60min 2	GSM201190.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201136	Homo sapiens	mo	HeLa shRHAU+ 0min 1:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA. Strain: HeLa; Gender: Female	GSE8192GSM201136 sample	P-G8192-3	GSE8192GSM201136 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201136 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 0min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 0min 1	GSM201136.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201131	Homo sapiens	mo	HeLa shRHAU- STV 1:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201131 sample	P-G8192-3	GSE8192GSM201131 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201131 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- STV 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- STV 1	GSM201131.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201154	Homo sapiens	mo	HeLa shRHAU- 60min 2:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, 60 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201154 sample	P-G8192-3	GSE8192GSM201154 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201154 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 60min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 60min 2	GSM201154.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201175	Homo sapiens	mo	HeLa shLuc- 0min 3:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA. Strain: HeLa; Gender: Female	GSE8192GSM201175 sample	P-G8192-3	GSE8192GSM201175 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201175 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 0min 3	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 0min 3	GSM201175.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201156	Homo sapiens	mo	HeLa shRHAU- 120min 2:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, 120 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201156 sample	P-G8192-3	GSE8192GSM201156 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201156 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 120min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 120min 2	GSM201156.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201157	Homo sapiens	mo	HeLa shRHAU+ 0min 2:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA. Strain: HeLa; Gender: Female	GSE8192GSM201157 sample	P-G8192-3	GSE8192GSM201157 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201157 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 0min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 0min 2	GSM201157.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201192	Homo sapiens	mo	HeLa shLuc+ 90min 2:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, 90 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201192 sample	P-G8192-3	GSE8192GSM201192 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201192 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 90min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 90min 2	GSM201192.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201187	Homo sapiens	mo	HeLa shLuc+ 30min 1:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, 30 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201187 sample	P-G8192-3	GSE8192GSM201187 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201187 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 30min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 30min 1	GSM201187.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201164	Homo sapiens	mo	HeLa shRHAU- STV 3:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201164 sample	P-G8192-3	GSE8192GSM201164 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201164 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- STV 3	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- STV 3	GSM201164.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201150	Homo sapiens	mo	HeLa shRHAU+ 120min 1:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, 120 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201150 sample	P-G8192-3	GSE8192GSM201150 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201150 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 120min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 120min 1	GSM201150.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
